station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
180.0, -0.5, None, 10.0, None, 9.4, 100.58, -4.6, None, None, 74.0, 2012-02-03 04:00:00, None, None
180.0, -0.6, 46.4, 8.0, None, 27.7, 100.52, -2.9, None, None, 84.0, 2012-02-03 05:00:00, None, None
180.0, -0.7, 40.7, 8.0, -0.22, 27.7, 100.39, -2.6, 0.8, 1.4, 87.0, 2012-02-03 06:00:00, -8.3, 0.6
180.0, -0.6, 37.1, 4.0, None, 22.3, 100.31, -2.5, None, None, 87.0, 2012-02-03 07:00:00, None, None
180.0, -0.5, None, 6.0, None, 22.3, 100.28, -2.2, None, None, 88.0, 2012-02-03 08:00:00, None, None
180.0, -0.6, None, 6.0, -0.22, 14.8, 100.14, -2.2, None, None, 89.0, 2012-02-03 09:00:00, None, None
180.0, 0.1, 64.8, 4.0, None, 46.4, 100.05, -2.0, None, None, 86.0, 2012-02-03 10:00:00, None, None
180.0, 0.3, 42.5, 10.0, None, 22.3, 99.98, -1.9, None, None, 85.0, 2012-02-03 11:00:00, None, None
180.0, -0.1, 40.7, 10.0, -0.28, 24.1, 99.83, -2.4, None, None, 84.0, 2012-02-03 12:00:00, None, None
157.5, 0.3, 51.8, 4.0, None, 37.1, 99.66, -2.4, None, None, 82.0, 2012-02-03 13:00:00, None, None
180.0, 1.1, 46.4, 2.0, None, 31.7, 99.49, -2.3, None, None, 78.0, 2012-02-03 14:00:00, None, None
180.0, 0.9, None, 4.0, -0.38, 22.3, 99.41, -1.6, None, None, 83.0, 2012-02-03 15:00:00, None, None
157.5, 1.1, 33.5, 2.0, None, 24.1, 99.34, -0.5, None, None, 89.0, 2012-02-03 16:00:00, None, None
157.5, 0.8, None, 10.0, None, 22.3, 99.4, -0.6, None, None, 90.0, 2012-02-03 17:00:00, None, None
180.0, 1.2, 59.4, 10.0, 0.14, 44.6, 99.57, -0.7, None, None, 87.0, 2012-02-03 18:00:00, None, None
157.5, 0.9, 77.8, 2.0, None, 59.4, 99.68, -1.7, None, None, 83.0, 2012-02-03 19:00:00, None, None
135.0, 0.6, 46.4, 2.0, None, 27.7, 99.83, -2.0, None, None, 83.0, 2012-02-03 20:00:00, None, None
135.0, 1.1, 66.6, 2.0, 0.51, 51.8, 100.13, -3.5, None, None, 71.0, 2012-02-03 21:00:00, None, None
157.5, 0.9, 46.4, 10.0, None, 29.5, 100.37, -4.4, None, None, 68.0, 2012-02-03 22:00:00, None, None
157.5, 0.3, None, 10.0, None, 55.4, 100.47, -5.0, None, None, 68.0, 2012-02-03 23:00:00, None, None
157.5, 0.0, 55.4, 10.0, 0.5, 27.7, 100.68, -5.5, None, None, 66.0, 2012-02-04 00:00:00, None, None
157.5, -0.5, None, 10.0, None, 37.1, 100.83, -6.5, None, None, 64.0, 2012-02-04 01:00:00, None, None
157.5, -1.2, None, 10.0, None, 22.3, 101.01, -7.0, None, None, 65.0, 2012-02-04 02:00:00, None, None
157.5, -2.7, None, 10.0, 0.36, 18.4, 101.09, -7.5, None, None, 69.0, 2012-02-04 03:00:00, None, None
180.0, -2.4, None, 0.0, None, 27.7, 101.19, -8.5, None, None, 63.0, 2012-02-04 04:00:00, None, None
180.0, -3.4, 46.4, 10.0, None, 27.7, 101.33, -8.1, None, None, 70.0, 2012-02-04 05:00:00, None, None
180.0, -3.0, 37.1, 0.0, 0.35, 27.7, 101.47, -9.5, 3.0, 2.0, 61.0, 2012-02-04 06:00:00, -1.0, 4.4
157.5, -4.0, 37.1, 0.0, None, 27.7, 101.51, -8.7, None, None, 70.0, 2012-02-04 07:00:00, None, None
135.0, -3.2, 31.7, 0.0, None, 22.3, 101.59, -8.7, None, None, 66.0, 2012-02-04 08:00:00, None, None
135.0, -3.3, None, 0.0, 0.22, 18.4, 101.71, -8.8, None, None, 66.0, 2012-02-04 09:00:00, None, None
157.5, -3.2, None, 0.0, None, 22.3, 101.76, -9.0, None, None, 64.0, 2012-02-04 10:00:00, None, None
180.0, -4.0, None, 0.0, None, 18.4, 101.8, -9.3, None, None, 67.0, 2012-02-04 11:00:00, None, None
157.5, -4.0, 33.5, 9.0, 0.08, 24.1, 101.82, -9.8, None, None, 64.0, 2012-02-04 12:00:00, None, None
157.5, -4.6, 33.5, 9.0, None, 22.3, 101.83, -9.6, None, None, 68.0, 2012-02-04 13:00:00, None, None
180.0, -5.0, None, 10.0, None, 18.4, 101.9, -9.7, None, None, 70.0, 2012-02-04 14:00:00, None, None
180.0, -5.5, None, 10.0, 0.08, 14.8, 101.94, -10.0, None, None, 71.0, 2012-02-04 15:00:00, None, None
180.0, -5.8, None, 10.0, None, 27.7, 101.93, -10.0, None, None, 72.0, 2012-02-04 16:00:00, None, None
180.0, -5.4, None, 4.0, None, 27.7, 101.97, -9.7, None, None, 72.0, 2012-02-04 17:00:00, None, None
180.0, -4.8, None, 4.0, 0.11, 22.3, 102.06, -9.3, None, None, 71.0, 2012-02-04 18:00:00, None, None
180.0, -4.5, None, 4.0, None, 24.1, 102.19, -9.0, None, None, 71.0, 2012-02-04 19:00:00, None, None
202.5, -3.8, None, 4.0, None, 9.4, 102.36, -8.8, None, None, 68.0, 2012-02-04 20:00:00, None, None
0.0, -2.7, None, 2.0, 0.41, 0.0, 102.49, -8.1, None, None, 66.0, 2012-02-04 21:00:00, None, None
0.0, -3.2, None, 10.0, None, 0.0, 102.57, -8.1, None, None, 69.0, 2012-02-04 22:00:00, None, None
0.0, -3.6, None, 10.0, None, 0.0, 102.64, -8.4, None, None, 69.0, 2012-02-04 23:00:00, None, None
0.0, -3.8, None, 10.0, 0.21, 0.0, 102.74, -9.0, None, None, 67.0, 2012-02-05 00:00:00, None, None
0.0, -6.6, None, 10.0, None, 0.0, 102.79, -9.7, None, None, 79.0, 2012-02-05 01:00:00, None, None
247.5, -7.8, None, 10.0, None, 5.4, 102.86, -10.2, None, None, 83.0, 2012-02-05 02:00:00, None, None
225.0, -8.5, None, 0.0, 0.15, 7.6, 102.96, -11.1, None, None, 81.0, 2012-02-05 03:00:00, None, None
247.5, -10.8, None, 0.0, None, 5.4, 102.99, -12.5, None, None, 87.0, 2012-02-05 04:00:00, None, None
0.0, -11.5, None, 0.0, None, 0.0, 103.03, -13.4, None, None, 86.0, 2012-02-05 05:00:00, None, None
0.0, -13.4, 33.34, 0.0, 0.08, 0.0, 103.08, -15.7, 0.0, -2.4, 83.0, 2012-02-05 06:00:00, -6.8, 0.0
0.0, -14.1, None, 0.0, None, 0.0, 103.12, -16.0, None, None, 85.0, 2012-02-05 07:00:00, None, None
0.0, -14.8, None, 0.0, None, 0.0, 103.15, -16.5, None, None, 87.0, 2012-02-05 08:00:00, None, None
0.0, -13.6, None, 0.0, 0.07, 0.0, 103.14, -16.0, None, None, 82.0, 2012-02-05 09:00:00, None, None
0.0, -13.4, None, 0.0, None, 0.0, 103.16, -15.1, None, None, 87.0, 2012-02-05 10:00:00, None, None
0.0, -11.7, None, 0.0, None, 0.0, 103.15, -14.2, None, None, 82.0, 2012-02-05 11:00:00, None, None
0.0, -14.0, None, 0.0, -0.03, 0.0, 103.12, -16.4, None, None, 82.0, 2012-02-05 12:00:00, None, None
0.0, -14.3, None, 0.0, None, 0.0, 103.07, -16.2, None, None, 85.0, 2012-02-05 13:00:00, None, None
135.0, -12.5, None, 10.0, None, 5.4, 103.05, -13.8, None, None, 90.0, 2012-02-05 14:00:00, None, None
0.0, -12.1, None, 3.0, -0.11, 0.0, 103.03, -15.0, None, None, 79.0, 2012-02-05 15:00:00, None, None
0.0, -11.1, None, 3.0, None, 0.0, 103.0, -13.8, None, None, 80.0, 2012-02-05 16:00:00, None, None
0.0, -12.0, None, 10.0, None, 0.0, 102.97, -14.4, None, None, 82.0, 2012-02-05 17:00:00, None, None
135.0, -9.5, None, 10.0, -0.04, 9.4, 103.01, -12.5, None, None, 79.0, 2012-02-05 18:00:00, None, None
180.0, -7.0, None, 10.0, None, 22.3, 103.0, -12.4, None, None, 65.0, 2012-02-05 19:00:00, None, None
180.0, -5.9, None, 10.0, None, 24.1, 103.01, -12.3, None, None, 61.0, 2012-02-05 20:00:00, None, None
180.0, -6.1, None, 10.0, -0.03, 18.4, 102.95, -12.2, None, None, 62.0, 2012-02-05 21:00:00, None, None
157.5, -4.0, None, 10.0, None, 18.4, 102.92, -11.5, None, None, 56.0, 2012-02-05 22:00:00, None, None
157.5, -4.3, None, 10.0, None, 22.3, 102.9, -11.9, None, None, 55.0, 2012-02-05 23:00:00, None, None
180.0, -4.4, None, 10.0, -0.02, 18.4, 102.91, -12.1, None, None, 55.0, 2012-02-06 00:00:00, None, None
180.0, -4.6, None, 2.0, None, 14.8, 102.84, -12.2, None, None, 55.0, 2012-02-06 01:00:00, None, None
180.0, -6.1, None, 2.0, -0.06, 18.4, 102.84, -12.8, None, None, 59.0, 2012-02-06 03:00:00, None, None
202.5, -6.4, None, 10.0, None, 18.4, 102.86, -12.8, None, None, 60.0, 2012-02-06 04:00:00, None, None
180.0, -6.5, None, 10.0, None, 18.4, 102.86, -13.0, None, None, 60.0, 2012-02-06 05:00:00, None, None
180.0, -7.1, None, 10.0, 0.06, 22.3, 102.89, -13.2, 0.0, -3.8, 62.0, 2012-02-06 06:00:00, -15.8, 0.0
180.0, -7.7, None, 10.0, None, 18.4, 102.88, -13.4, None, None, 64.0, 2012-02-06 07:00:00, None, None
180.0, -7.8, None, 10.0, None, 27.7, 102.88, -13.5, None, None, 64.0, 2012-02-06 08:00:00, None, None
202.5, -8.9, None, 0.0, 0.0, 18.4, 102.88, -13.8, None, None, 68.0, 2012-02-06 09:00:00, None, None
180.0, -8.9, None, 10.0, None, 22.3, 102.87, -13.9, None, None, 67.0, 2012-02-06 10:00:00, None, None
180.0, -9.3, None, 0.0, None, 18.4, 102.88, -13.9, None, None, 69.0, 2012-02-06 11:00:00, None, None
180.0, -9.1, None, 0.0, -0.07, 20.5, 102.79, -14.1, None, None, 67.0, 2012-02-06 12:00:00, None, None
180.0, -9.9, None, 0.0, None, 18.4, 102.79, -14.3, None, None, 70.0, 2012-02-06 13:00:00, None, None
180.0, -10.5, None, 0.0, None, 24.1, 102.74, -14.6, None, None, 72.0, 2012-02-06 14:00:00, None, None
180.0, -10.7, None, 1.0, -0.1, 16.6, 102.71, -14.7, None, None, 72.0, 2012-02-06 15:00:00, None, None
157.5, -8.9, None, 2.0, None, 14.8, 102.64, -13.6, None, None, 69.0, 2012-02-06 16:00:00, None, None
180.0, -8.5, None, 6.0, None, 16.6, 102.62, -13.3, None, None, 68.0, 2012-02-06 17:00:00, None, None
180.0, -8.2, 37.1, 6.0, -0.11, 24.1, 102.58, -13.0, None, None, 68.0, 2012-02-06 18:00:00, None, None
180.0, -8.0, None, 6.0, None, 29.5, 102.58, -12.6, None, None, 69.0, 2012-02-06 19:00:00, None, None
180.0, -7.5, None, 4.0, None, 20.5, 102.56, -10.8, None, None, 77.0, 2012-02-06 20:00:00, None, None
180.0, -7.2, None, 10.0, -0.06, 22.3, 102.52, -10.2, None, None, 79.0, 2012-02-06 21:00:00, None, None
180.0, -6.3, 31.7, 4.0, None, 20.5, 102.47, -9.8, None, None, 76.0, 2012-02-06 22:00:00, None, None
180.0, -6.4, None, 10.0, None, 20.5, 102.43, -9.8, None, None, 77.0, 2012-02-06 23:00:00, None, None
180.0, -6.1, None, 10.0, -0.13, 18.4, 102.37, -9.3, None, None, 78.0, 2012-02-07 00:00:00, None, None
180.0, -6.1, None, 4.0, None, 18.4, 102.34, -8.8, None, None, 81.0, 2012-02-07 01:00:00, None, None
180.0, -6.1, None, 10.0, None, 20.5, 102.32, -8.7, None, None, 82.0, 2012-02-07 02:00:00, None, None
202.5, -6.4, None, 10.0, -0.05, 18.4, 102.33, -9.1, None, None, 81.0, 2012-02-07 03:00:00, None, None
180.0, -7.3, None, 10.0, None, 20.5, 102.31, -10.0, None, None, 81.0, 2012-02-07 04:00:00, None, None
180.0, -7.7, None, 10.0, None, 18.4, 102.29, -10.5, None, None, 80.0, 2012-02-07 05:00:00, None, None
180.0, -8.1, 37.04, 2.0, -0.04, 18.4, 102.28, -10.8, 2.2, -4.7, 81.0, 2012-02-07 06:00:00, -11.3, None
180.0, -8.0, None, 4.0, None, 13.0, 102.24, -10.8, None, None, 80.0, 2012-02-07 07:00:00, None, None
180.0, -7.6, None, 4.0, None, 9.4, 102.2, -10.3, None, None, 81.0, 2012-02-07 08:00:00, None, None
180.0, -8.8, None, 4.0, -0.07, 9.4, 102.2, -11.4, None, None, 81.0, 2012-02-07 09:00:00, None, None
157.5, -7.8, None, 6.0, None, 9.4, 102.2, -10.4, None, None, 82.0, 2012-02-07 10:00:00, None, None
135.0, -8.6, None, 6.0, None, 3.6, 102.18, -11.0, None, None, 83.0, 2012-02-07 11:00:00, None, None
0.0, -8.7, None, 6.0, -0.04, 0.0, 102.14, -11.1, None, None, 83.0, 2012-02-07 12:00:00, None, None
0.0, -9.2, None, 6.0, None, 5.4, 102.11, -11.5, None, None, 83.0, 2012-02-07 13:00:00, None, None
0.0, -9.6, None, 6.0, None, 9.4, 102.08, -11.6, None, None, 85.0, 2012-02-07 14:00:00, None, None
0.0, -9.4, None, 6.0, -0.12, 0.0, 102.02, -11.4, None, None, 85.0, 2012-02-07 15:00:00, None, None
0.0, -9.5, None, 10.0, None, 0.0, 101.98, -11.6, None, None, 85.0, 2012-02-07 16:00:00, None, None
0.0, -9.7, None, 10.0, None, 0.0, 101.96, -11.7, None, None, 85.0, 2012-02-07 17:00:00, None, None
0.0, -9.6, None, 10.0, -0.07, 5.4, 101.96, -11.7, None, None, 85.0, 2012-02-07 18:00:00, None, None
0.0, -8.6, None, 10.0, None, 0.0, 101.96, -11.2, None, None, 81.0, 2012-02-07 19:00:00, None, None
0.0, -8.0, None, 10.0, None, 0.0, 101.95, -10.0, None, None, 85.0, 2012-02-07 20:00:00, None, None
0.0, -7.9, None, 10.0, -0.05, 0.0, 101.9, -10.7, None, None, 80.0, 2012-02-07 21:00:00, None, None
0.0, -8.0, None, 10.0, None, 7.6, 101.86, -10.7, None, None, 81.0, 2012-02-07 22:00:00, None, None
0.0, -7.8, None, 10.0, None, 0.0, 101.82, -10.7, None, None, 80.0, 2012-02-07 23:00:00, None, None
22.5, -7.5, None, 10.0, -0.11, 3.6, 101.77, -10.5, None, None, 79.0, 2012-02-08 00:00:00, None, None
337.5, -7.5, None, 10.0, None, 3.6, 101.75, -10.5, None, None, 79.0, 2012-02-08 01:00:00, None, None
337.5, -7.7, None, 10.0, None, 3.6, 101.75, -10.4, None, None, 81.0, 2012-02-08 02:00:00, None, None
22.5, -7.7, None, 2.0, -0.03, 3.6, 101.75, -10.4, None, None, 81.0, 2012-02-08 03:00:00, None, None
0.0, -7.8, None, 6.0, None, 0.0, 101.76, -10.2, None, None, 83.0, 2012-02-08 04:00:00, None, None
0.0, -7.8, None, 6.0, None, 0.0, 101.75, -10.0, None, None, 84.0, 2012-02-08 05:00:00, None, None
0.0, -7.8, None, 7.0, 0.03, 0.0, 101.79, -9.8, 1.0, -6.0, 86.0, 2012-02-08 06:00:00, -9.7, 0.8
0.0, -7.6, None, 4.0, None, 0.0, 101.78, -9.7, None, None, 85.0, 2012-02-08 07:00:00, None, None
0.0, -7.4, None, 10.0, None, 0.0, 101.77, -9.7, None, None, 84.0, 2012-02-08 08:00:00, None, None
0.0, -7.2, None, 10.0, -0.02, 0.0, 101.74, -9.5, None, None, 84.0, 2012-02-08 09:00:00, None, None
135.0, -7.5, None, 2.0, None, 3.6, 101.76, -9.6, None, None, 85.0, 2012-02-08 10:00:00, None, None
135.0, -7.5, None, 2.0, None, 9.4, 101.74, -9.6, None, None, 85.0, 2012-02-08 11:00:00, None, None
180.0, -8.0, None, 2.0, -0.02, 3.6, 101.72, -10.2, None, None, 84.0, 2012-02-08 12:00:00, None, None
0.0, -9.2, None, 10.0, None, 0.0, 101.69, -11.2, None, None, 85.0, 2012-02-08 13:00:00, None, None
202.5, -8.3, None, 10.0, None, 14.8, 101.69, -10.5, None, None, 84.0, 2012-02-08 14:00:00, None, None
225.0, -9.6, None, 10.0, -0.06, 14.8, 101.68, -11.3, None, None, 87.0, 2012-02-08 15:00:00, None, None
202.5, -9.1, None, 10.0, None, 14.8, 101.7, -11.2, None, None, 85.0, 2012-02-08 16:00:00, None, None
202.5, -9.7, None, 10.0, None, 14.8, 101.73, -12.1, None, None, 83.0, 2012-02-08 17:00:00, None, None
180.0, -8.8, None, 8.0, 0.09, 22.3, 101.77, -10.7, None, None, 86.0, 2012-02-08 18:00:00, None, None
180.0, -7.8, None, 10.0, None, 18.4, 101.8, -10.2, None, None, 83.0, 2012-02-08 19:00:00, None, None
180.0, -6.6, None, 10.0, None, 24.1, 101.81, -9.5, None, None, 80.0, 2012-02-08 20:00:00, None, None
180.0, -5.7, None, 10.0, 0.03, 22.3, 101.77, -8.9, None, None, 78.0, 2012-02-08 21:00:00, None, None
180.0, -5.0, None, 10.0, None, 25.9, 101.75, -8.4, None, None, 77.0, 2012-02-08 22:00:00, None, None
180.0, -4.7, None, 10.0, None, 22.3, 101.78, -8.3, None, None, 76.0, 2012-02-08 23:00:00, None, None
180.0, -4.4, None, 10.0, 0.03, 25.9, 101.79, -8.4, None, None, 74.0, 2012-02-09 00:00:00, None, None
157.5, -5.1, None, 10.0, None, 25.9, 101.78, -8.7, None, None, 76.0, 2012-02-09 01:00:00, None, None
180.0, -6.4, 33.5, 10.0, None, 24.1, 101.78, -9.6, None, None, 78.0, 2012-02-09 02:00:00, None, None
180.0, -6.4, None, 10.0, 0.01, 31.7, 101.84, -25.0, None, None, 21.0, 2012-02-09 03:00:00, None, None
180.0, -6.7, 40.7, 10.0, None, 31.7, 101.91, -9.9, None, None, 78.0, 2012-02-09 04:00:00, None, None
180.0, -6.3, 46.4, 10.0, None, 33.5, 101.96, -10.0, None, None, 75.0, 2012-02-09 05:00:00, None, None
180.0, -6.7, 37.1, 4.0, 0.21, 27.7, 102.06, -10.3, None, -4.3, 76.0, 2012-02-09 06:00:00, -9.9, None
180.0, -6.1, 40.7, 2.0, None, 27.7, 102.12, -10.2, None, None, 73.0, 2012-02-09 07:00:00, None, None
180.0, -7.1, 37.1, 2.0, None, 27.7, 102.18, -10.8, None, None, 75.0, 2012-02-09 08:00:00, None, None
180.0, -7.4, 46.4, 10.0, 0.13, 35.3, 102.18, -11.0, None, None, 75.0, 2012-02-09 09:00:00, None, None
180.0, -7.3, 44.6, 10.0, None, 33.5, 102.27, -11.1, None, None, 74.0, 2012-02-09 10:00:00, None, None
180.0, -6.7, 38.9, 10.0, None, 27.7, 102.29, -10.8, None, None, 73.0, 2012-02-09 11:00:00, None, None
180.0, -6.5, 31.7, 10.0, 0.12, 18.4, 102.29, -11.0, None, None, 70.0, 2012-02-09 12:00:00, None, None
225.0, -6.9, 42.5, 10.0, None, 29.5, 102.27, -11.0, None, None, 73.0, 2012-02-09 13:00:00, None, None
202.5, -6.1, 38.9, 10.0, None, 27.7, 102.29, -11.1, None, None, 68.0, 2012-02-09 14:00:00, None, None
180.0, -6.9, 37.1, 10.0, 0.02, 22.3, 102.34, -11.3, None, None, 71.0, 2012-02-09 15:00:00, None, None
180.0, -7.0, None, 10.0, None, 18.4, 102.33, -11.0, None, None, 73.0, 2012-02-09 16:00:00, None, None
180.0, -7.6, 37.1, 10.0, None, 27.7, 102.27, -11.8, None, None, 72.0, 2012-02-09 17:00:00, None, None
180.0, -7.7, 37.1, 9.0, -0.1, 22.3, 102.24, -11.4, None, None, 75.0, 2012-02-09 18:00:00, None, None
135.0, -8.3, None, 10.0, None, 9.4, 102.18, -12.4, None, None, 72.0, 2012-02-09 19:00:00, None, None
135.0, -7.1, None, 3.0, None, 13.0, 102.08, -12.4, None, None, 66.0, 2012-02-09 20:00:00, None, None
180.0, -4.1, None, 3.0, -0.31, 9.4, 101.87, -10.2, None, None, 62.0, 2012-02-09 21:00:00, None, None
157.5, -4.2, None, 10.0, None, 9.4, 101.75, -9.7, None, None, 65.0, 2012-02-09 22:00:00, None, None
180.0, -3.6, None, 10.0, None, 9.4, 101.62, -9.7, None, None, 63.0, 2012-02-09 23:00:00, None, None
180.0, -4.0, None, 10.0, -0.37, 9.4, 101.46, -9.7, None, None, 64.0, 2012-02-10 00:00:00, None, None
180.0, -6.1, None, 10.0, None, 7.6, 101.37, -10.5, None, None, 71.0, 2012-02-10 01:00:00, None, None
0.0, -7.2, None, 10.0, None, 3.6, 101.31, -10.7, None, None, 76.0, 2012-02-10 02:00:00, None, None
202.5, -7.3, None, 10.0, -0.18, 7.6, 101.3, -10.2, None, None, 80.0, 2012-02-10 03:00:00, None, None
202.5, -4.5, None, 10.0, None, 11.2, 101.26, -8.9, None, None, 71.0, 2012-02-10 04:00:00, None, None
180.0, -2.9, None, 4.0, None, 18.4, 101.22, -8.6, None, None, 65.0, 2012-02-10 05:00:00, None, None
180.0, -2.6, 46.3, 2.0, -0.12, 18.4, 101.13, -8.0, 0.0, -5.5, 66.0, 2012-02-10 06:00:00, -9.0, 0.0
180.0, -2.6, None, 10.0, None, 22.3, 101.12, -7.8, None, None, 67.0, 2012-02-10 07:00:00, None, None
180.0, -1.2, None, 10.0, None, 22.3, 101.16, -7.4, None, None, 63.0, 2012-02-10 08:00:00, None, None
180.0, -1.2, 37.1, 2.0, 0.06, 27.7, 101.15, -7.4, None, None, 63.0, 2012-02-10 09:00:00, None, None
135.0, -1.4, 37.1, 10.0, None, 27.7, 101.22, -7.4, None, None, 64.0, 2012-02-10 10:00:00, None, None
180.0, -2.2, None, 10.0, None, 18.4, 101.29, -7.7, None, None, 66.0, 2012-02-10 11:00:00, None, None
180.0, -1.9, 31.7, 10.0, 0.12, 22.3, 101.29, -7.3, None, None, 67.0, 2012-02-10 12:00:00, None, None
157.5, -1.3, 55.4, 10.0, None, 37.1, 101.3, -6.1, None, None, 70.0, 2012-02-10 13:00:00, None, None
157.5, -1.5, 46.4, 10.0, None, 27.7, 101.37, -6.2, None, None, 70.0, 2012-02-10 14:00:00, None, None
180.0, -2.1, 37.1, 10.0, 0.14, 27.7, 101.47, -6.6, None, None, 71.0, 2012-02-10 15:00:00, None, None
180.0, -1.9, 37.1, 10.0, None, 27.7, 101.56, -7.1, None, None, 68.0, 2012-02-10 16:00:00, None, None
180.0, -2.0, 37.1, 10.0, None, 25.9, 101.6, -7.4, None, None, 66.0, 2012-02-10 17:00:00, None, None
180.0, -1.7, 37.1, 10.0, 0.2, 27.7, 101.64, -7.8, None, None, 63.0, 2012-02-10 18:00:00, None, None
180.0, -0.7, 42.5, 10.0, None, 29.5, 101.67, -7.7, None, None, 59.0, 2012-02-10 19:00:00, None, None
157.5, 0.4, None, 10.0, None, 18.4, 101.74, -7.4, None, None, 56.0, 2012-02-10 20:00:00, None, None
157.5, 1.0, None, 10.0, 0.09, 18.4, 101.71, -6.8, None, None, 56.0, 2012-02-10 21:00:00, None, None
157.5, 1.8, 48.2, 10.0, None, 31.7, 101.68, -6.0, None, None, 56.0, 2012-02-10 22:00:00, None, None
180.0, 1.5, 40.7, 10.0, None, 27.7, 101.67, -6.2, None, None, 57.0, 2012-02-10 23:00:00, None, None
157.5, 0.9, None, 10.0, -0.02, 20.5, 101.69, -6.2, None, None, 59.0, 2012-02-11 00:00:00, None, None
180.0, 0.6, 42.5, 10.0, None, 29.5, 101.66, -7.1, None, None, 56.0, 2012-02-11 01:00:00, None, None
180.0, -0.6, 37.1, 10.0, None, 27.7, 101.65, -7.1, None, None, 61.0, 2012-02-11 02:00:00, None, None
135.0, -1.9, None, 1.0, 0.01, 16.6, 101.73, -7.7, None, None, 64.0, 2012-02-11 03:00:00, None, None
157.5, -1.4, None, 3.0, None, 18.4, 101.7, -7.9, None, None, 61.0, 2012-02-11 04:00:00, None, None
180.0, -1.8, None, 4.0, None, 27.7, 101.64, -8.2, None, None, 62.0, 2012-02-11 05:00:00, None, None
180.0, -1.5, 37.1, 4.0, -0.13, 27.7, 101.58, -8.0, 0.0, 2.0, 61.0, 2012-02-11 06:00:00, -7.8, 0.0
180.0, -2.0, None, 4.0, None, 18.4, 101.57, -8.1, None, None, 63.0, 2012-02-11 07:00:00, None, None
180.0, -2.1, None, 4.0, None, 18.4, 101.52, -8.2, None, None, 63.0, 2012-02-11 08:00:00, None, None
157.5, -2.2, None, 4.0, -0.15, 18.4, 101.39, -8.6, None, None, 61.0, 2012-02-11 09:00:00, None, None
157.5, -2.3, 37.1, 2.0, None, 27.7, 101.36, -8.6, None, None, 62.0, 2012-02-11 10:00:00, None, None
157.5, -2.6, None, 2.0, None, 18.4, 101.32, -8.8, None, None, 62.0, 2012-02-11 11:00:00, None, None
157.5, -2.3, 37.1, 10.0, -0.13, 27.7, 101.26, -9.1, None, None, 60.0, 2012-02-11 12:00:00, None, None
135.0, -2.8, None, 10.0, None, 18.4, 101.22, -9.4, None, None, 60.0, 2012-02-11 13:00:00, None, None
157.5, -3.1, 37.1, 1.0, None, 27.7, 101.13, -9.4, None, None, 62.0, 2012-02-11 14:00:00, None, None
180.0, -3.0, 37.1, 1.0, -0.17, 27.7, 101.1, -9.5, None, None, 61.0, 2012-02-11 15:00:00, None, None
180.0, -3.3, None, 4.0, None, 27.7, 101.07, -9.9, None, None, 60.0, 2012-02-11 16:00:00, None, None
157.5, -3.0, 55.4, 4.0, None, 37.1, 100.98, -10.1, None, None, 58.0, 2012-02-11 17:00:00, None, None
180.0, -2.6, 46.4, 1.0, -0.14, 37.1, 100.94, -10.4, None, None, 55.0, 2012-02-11 18:00:00, None, None
180.0, -2.4, 55.4, 10.0, None, 46.4, 100.89, -10.6, None, None, 53.0, 2012-02-11 19:00:00, None, None
180.0, -2.4, None, 10.0, None, 37.1, 100.85, -10.6, None, None, 53.0, 2012-02-11 20:00:00, None, None
180.0, -2.0, 46.4, 10.0, -0.14, 37.1, 100.79, -10.6, None, None, 52.0, 2012-02-11 21:00:00, None, None
180.0, -1.2, 46.4, 10.0, None, 37.1, 100.73, -10.7, None, None, 48.0, 2012-02-11 22:00:00, None, None
180.0, -0.8, 42.5, 10.0, None, 29.5, 100.65, -10.7, None, None, 47.0, 2012-02-11 23:00:00, None, None
180.0, -0.9, 51.8, 2.0, -0.24, 37.1, 100.52, -10.6, None, None, 48.0, 2012-02-12 00:00:00, None, None
180.0, -0.6, 37.1, 2.0, None, 22.3, 100.43, -10.5, None, None, 47.0, 2012-02-12 01:00:00, None, None
180.0, -1.2, 38.9, 2.0, None, 27.7, 100.35, -10.5, None, None, 49.0, 2012-02-12 02:00:00, None, None
180.0, -1.9, None, 2.0, -0.21, 18.4, 100.31, -10.7, None, None, 51.0, 2012-02-12 03:00:00, None, None
157.5, -1.9, None, 10.0, None, 25.9, 100.2, -10.7, None, None, 51.0, 2012-02-12 04:00:00, None, None
180.0, -2.5, None, 2.0, None, 18.4, 100.12, -10.5, None, None, 54.0, 2012-02-12 05:00:00, None, None
180.0, -2.0, 42.5, 10.0, -0.29, 27.7, 99.99, -10.4, 0.0, 0.6, 53.0, 2012-02-12 06:00:00, -3.6, 0.0
157.5, -2.4, 37.1, 10.0, None, 22.3, 99.92, -10.5, None, None, 54.0, 2012-02-12 07:00:00, None, None
157.5, -1.7, 59.4, 10.0, None, 37.1, 99.88, -10.0, None, None, 53.0, 2012-02-12 08:00:00, None, None
157.5, -1.9, 51.8, 10.0, -0.1, 37.1, 99.87, -9.2, None, None, 57.0, 2012-02-12 09:00:00, None, None
180.0, -2.4, 50.0, 10.0, None, 37.1, 99.91, -8.7, None, None, 62.0, 2012-02-12 10:00:00, None, None
